CustomerID,CardNumber,Type,Limit
CID-395599,6387-1086-5029-1033,Platinum,2.00E+05
CID-437620,9360-1208-1061-9132,gold,1.00E+05
CID-574632,4244-7894-5010-8534,gold,1.00E+05
CID-74152,8422-3410-1402-5888,gold,1.00E+05
CID-896006,6959-8545-2990-2024,Platinum,5.00E+05
CID-888113,8604-1553-1099-1279,Platinum,2.00E+05
CID-844952,8473-4997-1079-1575,Platinum,1.00E+05
CID-613018,2388-2453-3446-7636,gold,1.00E+05
CID-17391,6269-4095-8288-8893,Platinum,1.00E+05
CID-755137,5833-7980-2075-2984,Shoppers,50000
CID-232693,7471-8972-1452-7094,Travellers,5.00E+05
CID-205131,1638-7455-5650-8286,Travellers,50000
CID-438997,4911-9201-2505-5901,Platinum,2.00E+05
CID-91299,9763-5386-5759-9971,Travellers,2.00E+05
CID-589118,9115-1780-8507-8061,Platinum,1.00E+05
CID-732709,4501-2590-2134-3931,Platinum,5.00E+05
CID-679382,3702-8675-2941-6519,Travellers,2.00E+05
CID-363501,8043-6029-7336-9057,Platinum,2.00E+05
CID-682553,4565-4398-2644-4490,Shoppers,1.00E+05
CID-334636,5941-2781-1027-5795,Travellers,1.00E+05
CID-11596,7601-6574-7356-8098,gold,50000
CID-100762,4065-8142-9525-9805,Shoppers,2.00E+05
CID-415164,2640-5775-4099-7797,Platinum,1.00E+05
CID-23548,3665-4421-3352-9560,gold,1.00E+05
CID-784944,8883-4004-9744-9920,gold,5.00E+05
CID-467713,8785-8497-3861-1767,Travellers,2.00E+05
CID-139867,4992-1782-6160-1717,gold,1.00E+05
CID-387020,9449-8388-6635-5309,gold,2.00E+05
CID-564284,4124-9985-9723-4833,gold,1.00E+05
CID-475560,3855-3767-5738-6581,Shoppers,1.00E+05
CID-183214,7017-7391-6674-3869,Travellers,1.00E+05
CID-90631,7994-6395-4908-2421,Platinum,2.00E+05
CID-453880,1814-2658-3657-9327,Shoppers,50000
CID-177267,7130-4245-9034-3453,Shoppers,50000
CID-60838,1825-7102-7093-4162,Travellers,1.00E+05
CID-477096,9067-4336-8766-4227,Platinum,5.00E+05
CID-542616,9390-7272-8299-4721,Platinum,1.00E+05
CID-666503,5505-8989-6362-8608,Platinum,5.00E+05
CID-324202,7748-6066-7595-4006,Platinum,50000
CID-302214,2467-7374-4837-9752,gold,1.00E+05
CID-420061,5537-2262-8517-3056,Platinum,1.00E+05
CID-622405,8649-7040-4343-3836,gold,1.00E+05
CID-611943,8994-6454-1743-3388,gold,50000
CID-487116,9006-3765-2966-2400,Platinum,2.00E+05
CID-443978,3430-2774-7141-2553,Platinum,50000
CID-372885,3056-5083-8099-6236,Travellers,5.00E+05
CID-73516,6067-2181-6731-4019,gold,1.00E+05
CID-44547,8052-6452-9790-8419,Travellers,2.00E+05
CID-488742,6692-1590-3967-4069,Travellers,1.00E+05
CID-402993,9613-6938-5379-4139,Shoppers,5.00E+05
CID-404924,1946-8899-1479-4818,Shoppers,2.00E+05
CID-848175,9231-8507-4049-4679,Platinum,5.00E+05
CID-766971,4540-3465-6438-4904,Shoppers,1.00E+05
CID-228705,3900-6548-6824-4198,Platinum,1.00E+05
CID-553047,1944-4080-5270-4554,Travellers,1.00E+05
CID-280971,2436-5437-4445-9924,Platinum,1.00E+05
CID-752642,2248-8694-6717-4608,gold,5.00E+05
CID-420770,4349-3241-8134-3716,Shoppers,1.00E+05
CID-327938,8021-2740-7686-2215,Shoppers,1.00E+05
CID-621441,9267-9285-2528-9567,Travellers,1.00E+05
CID-772224,1507-4574-9734-7198,Shoppers,1.00E+05
CID-40637,2324-5498-2167-2001,Travellers,1.00E+05
CID-669654,7169-8197-2859-5366,Travellers,1.00E+05
CID-88778,2606-1203-4491-7606,gold,50000
CID-879780,2528-6051-5054-4970,Platinum,50000
CID-890173,2660-6286-8988-1444,Shoppers,2.00E+05
CID-808457,3205-8841-8519-1349,Travellers,5.00E+05
CID-38606,2302-8418-1982-1868,Platinum,50000
CID-75255,8836-6506-3714-8726,Travellers,50000
CID-452383,2146-1693-2720-2082,gold,1.00E+05
CID-698652,3013-9299-8580-9381,Travellers,1.00E+05
CID-710567,2959-9015-3866-1142,Travellers,1.00E+05
CID-350080,5298-8840-8994-1823,Platinum,2.00E+05
CID-437408,9594-2942-3584-8676,Travellers,1.00E+05
CID-258786,3652-7993-6327-3344,gold,5.00E+05
CID-410599,5845-8642-1067-7433,Travellers,50000
CID-6810,9410-2202-2137-7584,Travellers,2.00E+05
CID-518919,8495-8381-1687-6176,gold,1.00E+05
CID-63082,8206-1020-3663-5697,Shoppers,2.00E+05
CID-51381,3002-5894-2351-9252,Travellers,50000
CID-284219,9268-4226-2732-1608,Platinum,1.00E+05
CID-471672,1215-3993-1206-5452,Travellers,2.00E+05
CID-63200,8764-7712-9141-5254,Platinum,5.00E+05
CID-126005,6367-1846-6107-1408,Platinum,1.00E+05
CID-593775,9258-9100-9479-1668,gold,2.00E+05
CID-453098,9350-3526-6347-3705,gold,1.00E+05
CID-87403,6089-6809-7150-7868,Platinum,5.00E+05
CID-366169,7908-7002-6292-7572,gold,5.00E+05
CID-320649,5877-1217-5964-6666,Platinum,50000
CID-577955,6058-9577-9308-6538,gold,5.00E+05
CID-703761,7007-3353-1391-1828,gold,2.00E+05
CID-413410,8935-2960-2258-5984,Shoppers,1.00E+05
CID-272291,5838-8208-9822-6217,gold,1.00E+05
CID-490243,8003-2153-1735-3713,Shoppers,5.00E+05
CID-31620,1068-9474-2868-2249,Platinum,1.00E+05
CID-88226,9521-8337-7161-1626,Travellers,1.00E+05
CID-720790,3533-4568-8712-5511,gold,1.00E+05
CID-710067,4509-7569-3864-4463,Shoppers,2.00E+05
CID-372221,9883-7459-9763-7930,Travellers,5.00E+05
CID-508478,1664-9486-6354-3712,Travellers,50000
CID-21212,5606-1498-1381-2897,Shoppers,2.00E+05
CID-872843,7310-8500-8530-3871,Travellers,5.00E+05
CID-117239,3642-5075-3383-2760,Shoppers,1.00E+05
CID-544109,5475-1444-3468-9947,Shoppers,2.00E+05
CID-380136,9299-3926-1059-7465,gold,2.00E+05
CID-355725,1964-5293-4977-1597,Travellers,5.00E+05
CID-528277,7002-9863-9557-8736,gold,2.00E+05
CID-423744,2807-4844-4142-3183,gold,50000
CID-658459,2265-4878-1422-2992,Platinum,1.00E+05
CID-887079,9470-1915-2866-1166,Travellers,1.00E+05
CID-750666,4139-9112-3704-3073,gold,1.00E+05
CID-425151,5539-2345-2293-1990,Travellers,1.00E+05
CID-244054,2784-6843-3970-9077,Travellers,50000
CID-800842,7787-6250-9737-8337,Shoppers,1.00E+05
CID-656024,7980-4517-6005-8776,Shoppers,2.00E+05
CID-415986,2677-4785-6735-3989,Shoppers,50000
CID-65811,5617-3381-2867-6269,Platinum,1.00E+05
CID-516714,7801-2782-5483-7471,Travellers,5.00E+05
CID-581864,4024-8170-9986-4084,gold,1.00E+05
CID-91812,2927-9874-2664-5442,gold,2.00E+05
CID-502641,9385-4317-9542-3774,Travellers,1.00E+05
CID-702013,6572-6713-7467-8871,Travellers,1.00E+05
CID-454119,6934-3355-3342-8644,Platinum,5.00E+05
CID-18068,7145-3009-2873-7745,Shoppers,1.00E+05
CID-662480,7707-8243-1922-3595,gold,2.00E+05
CID-371709,9050-3853-1967-5270,gold,2.00E+05
CID-377264,8244-9071-9009-9528,gold,1.00E+05
CID-676657,3190-1352-7843-4204,Shoppers,1.00E+05
CID-857487,5027-2914-7836-5941,Platinum,1.00E+05
CID-70611,8664-9415-8130-7677,gold,1.00E+05
CID-631542,3207-3989-7181-8599,Travellers,1.00E+05
CID-658973,6109-2928-6648-5165,Shoppers,1.00E+05
CID-483604,4785-9856-1672-5722,gold,1.00E+05
CID-860828,7627-3350-2447-1300,gold,2.00E+05
CID-787707,2390-7167-6992-6828,Shoppers,5.00E+05
CID-15861,7277-9774-2551-3928,gold,1.00E+05
CID-691122,2996-7422-4999-7134,Platinum,50000
CID-315161,8929-6415-7318-7325,Platinum,1.00E+05
CID-648929,7161-3295-4057-8768,Travellers,2.00E+05
CID-218816,8950-8155-1858-1791,Travellers,5.00E+05
CID-83897,2072-7332-5104-7251,Shoppers,2.00E+05
CID-101524,5918-2606-2817-9823,Travellers,5.00E+05
CID-384768,8400-4863-1231-7187,gold,5.00E+05
CID-590475,7173-7663-5317-7613,Platinum,1.00E+05
CID-676136,1105-5634-9033-7434,Travellers,1.00E+05
CID-552640,4183-8575-1787-6339,Shoppers,2.00E+05
CID-590532,7410-6313-2273-2432,Platinum,50000
CID-353009,2441-4449-3637-5842,Travellers,5.00E+05
CID-466435,5295-3736-8483-9446,Platinum,1.00E+05
CID-408721,8205-8241-9725-2026,Platinum,1.00E+05
CID-29561,1628-5991-9778-5135,Travellers,50000
CID-713968,7686-2905-1005-2328,Platinum,1.00E+05
CID-86366,3538-2128-3198-6049,gold,1.00E+05
CID-310133,6332-8876-2192-2763,Platinum,5.00E+05
CID-639091,6379-1983-5670-5525,Platinum,1.00E+05
CID-215545,8811-4798-9552-5462,gold,2.00E+05
CID-420223,5479-7920-2849-3078,Shoppers,50000
CID-211116,9342-8134-2024-2680,Shoppers,1.00E+05
CID-651304,1274-2809-7514-8828,gold,1.00E+05
CID-836940,4716-1284-7929-1342,Platinum,5.00E+05
CID-671869,9073-4663-8640-6066,Shoppers,1.00E+05
CID-774127,1210-4678-4086-6785,Travellers,2.00E+05
CID-763697,3106-9257-9393-1237,Platinum,50000
CID-224459,7866-4586-4095-5871,Travellers,5.00E+05
CID-271785,4290-8697-8691-3589,Platinum,5.00E+05
CID-112100,7988-8502-8140-8513,Shoppers,5.00E+05
CID-667041,2802-2041-5536-1901,Shoppers,50000
CID-216744,9923-7122-1337-6609,gold,1.00E+05
CID-310152,5243-6747-7519-5837,Travellers,50000
CID-690492,7634-9721-9762-3888,Shoppers,1.00E+05
CID-490852,2376-8293-9549-3270,gold,1.00E+05
CID-187461,6925-3959-7388-7959,Travellers,50000
CID-566525,4611-9405-7883-3915,Platinum,50000
CID-584542,8798-4361-1183-1972,gold,50000
CID-689835,7896-3036-4322-4683,Shoppers,5.00E+05
CID-206438,6951-8739-2098-6899,Platinum,1.00E+05
CID-259728,6779-9558-1798-1198,Travellers,1.00E+05
CID-6515,9346-4021-1804-4472,Shoppers,1.00E+05
CID-543663,6044-8868-8053-8385,gold,1.00E+05
CID-695599,4646-5341-1394-6443,Platinum,1.00E+05
CID-711681,1454-8783-2667-7864,gold,1.00E+05
CID-695012,5718-4707-5918-3604,Travellers,1.00E+05
CID-500893,3483-2839-2676-7980,Travellers,1.00E+05
CID-841484,3130-3905-3812-9510,Platinum,50000
CID-375589,6733-2055-3457-7128,Platinum,1.00E+05
CID-90482,8534-9576-5551-1049,Platinum,1.00E+05
CID-152188,1184-9936-1023-2854,gold,5.00E+05
CID-575200,9643-8913-4105-6658,Travellers,5.00E+05
CID-549379,5226-8313-2011-9480,gold,1.00E+05
CID-532435,9065-3975-8650-8088,Shoppers,1.00E+05
CID-276302,3677-8405-8669-9167,gold,1.00E+05
CID-634986,2742-3650-1135-6943,gold,1.00E+05
CID-105330,7183-4828-4363-2391,Platinum,2.00E+05
CID-90531,1662-9151-8041-9845,Shoppers,1.00E+05
CID-840245,1369-4757-2013-9383,Travellers,2.00E+05
CID-596966,8858-4294-5933-4025,Platinum,1.00E+05
CID-767181,4961-4759-2837-8952,Shoppers,5.00E+05
CID-445799,6437-2442-2208-4100,Platinum,50000
CID-588934,9551-4160-3424-7234,gold,50000
CID-648120,1698-5586-7560-8240,Shoppers,2.00E+05
CID-74364,2691-2698-4164-8805,Shoppers,5.00E+05
CID-450865,2783-7329-8939-2922,Platinum,1.00E+05
CID-588912,2915-4793-9919-1591,Platinum,1.00E+05
CID-892921,5779-2306-3686-3694,Platinum,5.00E+05
CID-336546,2311-4186-8168-6429,gold,1.00E+05
CID-109203,4407-6280-9845-1386,Platinum,1.00E+05
CID-332459,6910-6321-3092-6509,Platinum,1.00E+05
CID-409667,4569-8867-7083-4488,Travellers,1.00E+05
CID-555765,6096-9459-6874-7458,gold,5.00E+05
CID-693529,3641-3544-4414-5434,Shoppers,5.00E+05
CID-624532,1253-2673-2562-2193,gold,5.00E+05
CID-512519,7359-2735-7715-5283,Shoppers,2.00E+05
CID-120056,8563-7371-5285-6169,Shoppers,5.00E+05
CID-606350,9411-2298-7043-5908,Platinum,5.00E+05
CID-748929,9930-6435-8549-2364,Shoppers,50000
CID-444937,4934-7355-5795-5465,Shoppers,50000
CID-752359,3679-2529-3292-2125,gold,1.00E+05
CID-793664,7806-2682-4067-8102,gold,50000
CID-195043,6516-7845-8633-8696,Travellers,2.00E+05
CID-518838,2837-2328-7376-6668,Travellers,2.00E+05
CID-158463,4584-9581-9376-2003,gold,5.00E+05
CID-636050,3096-1663-3510-7686,Platinum,1.00E+05
CID-325685,5135-9395-8287-4877,Platinum,5.00E+05
CID-302592,9660-7052-9583-3057,Travellers,1.00E+05
CID-400409,6091-7160-3621-2580,Travellers,1.00E+05
CID-365422,2538-7940-4641-1732,gold,1.00E+05
CID-702910,5368-5110-9934-7315,Platinum,1.00E+05
CID-735305,6495-4324-8623-6544,Travellers,1.00E+05
CID-709962,9374-8679-2045-5376,Shoppers,2.00E+05
CID-290211,9126-2445-3754-4537,Platinum,1.00E+05
CID-436923,3111-9138-3920-2755,Platinum,50000
CID-22686,3326-5017-7687-4873,gold,2.00E+05
CID-348417,1174-9428-6489-8779,Shoppers,50000
CID-232543,5507-2762-1368-3151,gold,2.00E+05
CID-317289,7143-5302-7270-4912,Platinum,50000
CID-578172,8516-4038-8285-2136,gold,50000
CID-104580,7921-9691-7307-9520,Travellers,50000
CID-21087,8229-9248-9621-3903,Shoppers,1.00E+05
CID-758871,9677-1656-5593-3537,Shoppers,2.00E+05
CID-575559,4662-1062-7006-2317,Shoppers,1.00E+05
CID-13347,7010-6819-9380-9230,Platinum,1.00E+05
CID-5027,6819-6589-5963-3228,gold,1.00E+05
CID-628760,5504-3788-8807-7223,Platinum,50000
CID-166289,6201-3332-9677-1414,Travellers,1.00E+05
CID-209306,4574-4945-5606-8489,Platinum,2.00E+05
CID-5476,3011-7063-9228-2677,Platinum,1.00E+05
CID-174780,8941-5921-1278-8524,Shoppers,2.00E+05
CID-221430,6407-7370-4992-1008,Shoppers,5.00E+05
CID-502092,2069-4514-7818-9491,Travellers,5.00E+05
CID-461650,9749-9648-5393-3155,gold,50000
CID-651515,5901-4380-4933-1036,gold,5.00E+05
CID-319444,5059-5373-7589-5256,Travellers,5.00E+05
CID-843898,4711-9047-1364-3426,Travellers,2.00E+05
CID-609230,1843-8066-7448-9872,gold,1.00E+05
CID-117194,5462-9423-3916-9728,Travellers,1.00E+05
CID-815905,4181-8695-4901-1030,gold,1.00E+05
CID-14785,7909-8713-9176-6760,Travellers,2.00E+05
CID-540920,6837-3840-9196-8386,Travellers,5.00E+05
CID-718245,1357-5069-3763-3022,Platinum,5.00E+05
CID-878728,2176-8985-9381-6196,Shoppers,2.00E+05
CID-330094,9292-8869-3989-8407,Travellers,1.00E+05
CID-312649,9486-8593-8035-3348,gold,50000
CID-495939,4161-5439-6444-9036,Shoppers,5.00E+05
CID-890108,5836-4672-1844-8481,Shoppers,1.00E+05
CID-718096,1029-7811-1765-5255,Travellers,2.00E+05
CID-778303,7043-4132-5547-2779,Travellers,2.00E+05
CID-559725,3618-9441-8366-5253,Shoppers,5.00E+05
CID-885318,8336-7879-1082-3254,Platinum,1.00E+05
CID-652635,2103-6783-4558-5134,Platinum,2.00E+05
CID-708409,1871-1841-5299-7956,Platinum,2.00E+05
CID-426125,5078-8893-6554-9770,Travellers,50000
CID-460347,8860-5753-1442-5076,Travellers,50000
CID-771917,4393-7131-7622-4287,Platinum,2.00E+05
CID-183659,8275-2537-4838-8187,Shoppers,1.00E+05
CID-594443,4570-2933-1704-2470,Platinum,5.00E+05
CID-182888,5990-4585-7788-8933,Shoppers,1.00E+05
CID-612269,3271-9003-9877-5169,Shoppers,50000
CID-106263,2449-1958-5500-7874,gold,2.00E+05
CID-197654,3021-6976-7845-7368,Travellers,1.00E+05
CID-9604,8889-4049-3312-5800,Travellers,1.00E+05
CID-546850,8435-6460-9230-6425,Travellers,1.00E+05
CID-855244,2142-6058-7882-9175,Travellers,1.00E+05
CID-555317,5228-1097-4763-8700,Travellers,1.00E+05
CID-732017,4474-7092-8372-7178,Platinum,50000
CID-331443,2754-9794-4544-3814,Platinum,5.00E+05
CID-121726,7003-9066-2177-5411,Travellers,1.00E+05
CID-509008,3668-5118-8705-5604,Shoppers,2.00E+05
CID-322317,1990-4529-5225-8307,Shoppers,5.00E+05
CID-665310,8959-2893-4659-2944,Shoppers,50000
CID-730357,9154-3190-7209-9815,Platinum,1.00E+05
CID-280757,3914-4164-1014-2799,Travellers,2.00E+05
CID-781424,8542-3727-1907-1061,Shoppers,2.00E+05
CID-139686,1717-7213-2364-9624,Platinum,1.00E+05
CID-781298,1686-1176-4348-5420,Shoppers,5.00E+05
CID-674361,2463-4137-9331-9407,Shoppers,2.00E+05
CID-388002,9675-4683-2782-4951,Travellers,50000
CID-737242,7691-4545-8838-5431,gold,50000
CID-33556,7816-6020-4078-1029,Shoppers,1.00E+05
CID-550624,6002-4193-6149-7568,Travellers,1.00E+05
CID-114731,9667-5833-2904-1956,Travellers,2.00E+05
CID-56889,1842-8389-4676-9601,Platinum,5.00E+05
CID-285747,9875-1142-6595-2078,Shoppers,1.00E+05
CID-55437,5056-3319-3996-5654,Platinum,5.00E+05
CID-674469,3941-4818-3642-8255,gold,5.00E+05
CID-575787,9825-3701-9096-4874,Shoppers,2.00E+05
CID-374779,6221-6377-4675-4043,Shoppers,1.00E+05
CID-774363,7411-9335-8695-4506,Platinum,5.00E+05
CID-709594,3869-6968-6586-7125,Travellers,1.00E+05
CID-454402,3267-4216-2414-1593,Shoppers,1.00E+05
CID-406419,8903-9926-4070-8433,Travellers,1.00E+05
CID-871911,8196-5985-6509-7296,Platinum,2.00E+05
CID-818569,4055-7563-3018-2528,Platinum,50000
CID-327526,8220-6394-6516-6582,Travellers,1.00E+05
CID-227090,2536-1010-5244-2745,Travellers,1.00E+05
CID-493208,4839-9022-9733-3969,Travellers,1.00E+05
CID-162073,9746-5723-4168-2990,Shoppers,1.00E+05
CID-774834,8448-1547-5420-4310,Shoppers,50000
CID-478288,5394-7680-5322-4924,Shoppers,5.00E+05
CID-194719,8288-5920-6596-8560,Travellers,1.00E+05
CID-130013,1359-2778-3447-9873,Platinum,2.00E+05
CID-247298,7440-7342-4943-2792,Shoppers,50000
CID-179116,1133-4851-8355-4454,Shoppers,5.00E+05
CID-180119,6063-4653-5240-4205,Shoppers,2.00E+05
CID-388412,2983-6097-6570-9238,Platinum,2.00E+05
CID-397208,4185-9589-3964-2181,Platinum,1.00E+05
CID-661081,6965-2073-7668-8128,Shoppers,5.00E+05
CID-667521,4041-8578-9789-1912,Shoppers,50000
CID-275857,1593-6614-1395-9375,Shoppers,1.00E+05
CID-68372,9301-4869-4340-3718,Travellers,50000
CID-183050,5721-2509-5267-3859,Platinum,1.00E+05
CID-231641,1472-6154-6075-1104,gold,1.00E+05
CID-573711,8354-5094-5257-6114,Shoppers,5.00E+05
CID-245767,6558-1110-9916-8379,Travellers,50000
CID-303501,1545-8467-2236-7642,Travellers,1.00E+05
CID-264981,4928-7878-3779-6976,Platinum,5.00E+05
CID-189928,9266-9938-3868-7243,Travellers,5.00E+05
CID-580828,4054-5021-1288-7488,Shoppers,5.00E+05
CID-47373,9575-8966-8156-4127,Shoppers,50000
CID-218553,1408-9624-4282-6082,Platinum,5.00E+05
CID-869756,7330-9310-1425-1832,Shoppers,2.00E+05
CID-7684,3939-3109-3245-7096,gold,2.00E+05
CID-768802,2775-5127-6407-8458,Travellers,5.00E+05
CID-828759,1378-8432-5460-6207,Shoppers,1.00E+05
CID-490449,2745-8304-8311-3758,gold,2.00E+05
CID-12790,3440-6047-7599-5601,Shoppers,5.00E+05
CID-538676,9553-5541-4819-4962,Platinum,2.00E+05
CID-548153,2611-4848-4925-9801,Travellers,50000
CID-287795,2403-1640-7779-6860,gold,1.00E+05
CID-872626,2357-1433-8138-6937,gold,2.00E+05
CID-295152,6287-8682-2686-7239,Platinum,1.00E+05
CID-756750,6181-7826-4878-4352,Shoppers,5.00E+05
CID-856179,9822-7766-4427-1644,Shoppers,1.00E+05
CID-537982,7918-8977-3609-7635,Travellers,1.00E+05
CID-895326,2408-3513-9678-7777,Travellers,50000
CID-313774,3261-4734-1611-3025,Platinum,1.00E+05
CID-292248,3043-1927-1217-1319,Shoppers,1.00E+05
CID-621062,8257-6422-6346-8235,Shoppers,1.00E+05
CID-289878,6528-9425-9685-4444,Platinum,50000
CID-790665,4056-9989-3888-2604,Travellers,50000
CID-13157,5327-9986-5345-4105,Platinum,50000
CID-271044,6350-7946-5408-9943,Platinum,50000
CID-549266,3844-6768-7989-6892,Shoppers,1.00E+05
CID-444931,5300-3638-2398-4418,Shoppers,1.00E+05
CID-668154,2867-6821-3162-2928,gold,5.00E+05
CID-661072,2824-6895-3809-9478,gold,50000
CID-162644,8743-8397-1926-3427,Shoppers,2.00E+05
CID-448026,3570-9173-6927-1940,Platinum,5.00E+05
CID-133830,2354-2154-7698-6263,gold,5.00E+05
CID-379184,6168-6816-7990-3620,Platinum,2.00E+05
CID-537298,2648-7443-3422-5002,Platinum,1.00E+05
CID-451344,2985-4224-1803-8002,Platinum,50000
CID-822464,1940-7478-9766-8462,gold,50000
CID-737457,8946-8936-7741-7866,gold,2.00E+05
CID-93579,6331-5643-9899-7236,Platinum,5.00E+05
CID-618111,8252-2767-5119-4952,Platinum,1.00E+05
CID-378251,1839-9764-8070-6620,Travellers,1.00E+05
CID-451991,9918-3073-9028-9568,gold,1.00E+05
CID-721114,3733-8202-8444-2638,gold,1.00E+05
CID-498108,7555-2695-4147-5177,Travellers,2.00E+05
CID-34038,6151-6562-6271-5620,Platinum,5.00E+05
CID-230700,9847-7114-6040-3958,Platinum,2.00E+05
CID-609457,5483-7265-3907-1276,gold,1.00E+05
CID-793310,5538-4307-4267-9203,Travellers,50000
CID-696778,7015-4141-5847-6433,gold,1.00E+05
CID-245191,4375-6797-3121-9952,Shoppers,1.00E+05
CID-274917,5014-3569-2161-4713,gold,1.00E+05
CID-282295,7401-1727-5146-4186,Travellers,5.00E+05
CID-3847,6981-5018-3587-1524,gold,2.00E+05
CID-243006,1165-7985-7977-5162,Travellers,2.00E+05
CID-683071,5070-3061-2623-6374,Shoppers,50000
CID-445387,3329-6530-9098-9524,Travellers,1.00E+05
CID-86715,9549-1766-2107-1813,gold,50000
CID-474913,5577-7145-2825-2156,Platinum,1.00E+05
CID-194108,3598-2365-6253-4190,Travellers,2.00E+05
CID-482207,2861-6186-5486-6304,Shoppers,5.00E+05
CID-119421,3815-5099-8501-7299,gold,1.00E+05
CID-574723,1591-7716-3479-7620,Shoppers,5.00E+05
CID-571657,3500-9304-8739-5272,gold,50000
CID-522571,4409-8076-5218-5890,Travellers,1.00E+05
CID-233706,4554-1309-1520-7817,Platinum,1.00E+05
CID-885439,8752-7624-1669-6699,Shoppers,1.00E+05
CID-658383,9400-6531-2759-5830,Shoppers,5.00E+05
CID-653520,8718-5351-4903-4256,Shoppers,50000
CID-156215,5911-4457-7375-3968,Travellers,50000
CID-668177,8623-4788-7583-3369,Platinum,1.00E+05
CID-609496,9650-2567-2552-1380,Travellers,50000
CID-616129,9447-3124-2520-7653,gold,5.00E+05
CID-154567,5943-7015-6408-1718,Platinum,5.00E+05
CID-136199,9517-3549-4923-5599,Travellers,1.00E+05
CID-850844,1908-3768-1643-4681,gold,50000
CID-284348,4511-7430-2423-4985,Shoppers,5.00E+05
CID-61545,1753-2361-1409-1517,Platinum,5.00E+05
CID-282840,1330-4806-1674-7949,Platinum,5.00E+05
CID-846276,5125-4603-7060-4242,Travellers,1.00E+05
CID-609926,3685-9825-1955-6444,gold,1.00E+05
CID-117212,1901-2965-5434-8951,Platinum,1.00E+05
CID-211605,8902-3232-2121-8565,Shoppers,2.00E+05
CID-669658,5615-1153-6002-6249,gold,1.00E+05
CID-344082,8701-1138-1085-4923,gold,2.00E+05
CID-63702,2714-5296-1463-8963,gold,1.00E+05
CID-18096,9178-5837-3399-6172,Shoppers,50000
CID-667164,6103-8384-7691-9231,Shoppers,2.00E+05
CID-746659,7456-4330-3362-8033,gold,50000
CID-359357,3053-8934-7235-5049,Platinum,1.00E+05
CID-236790,3694-6441-7610-4631,Shoppers,5.00E+05
CID-827221,9211-4879-6718-6588,gold,2.00E+05
CID-169554,5559-8324-4230-2296,gold,2.00E+05
CID-66183,7756-8516-2876-4449,Shoppers,5.00E+05
CID-575245,3071-4956-7107-2172,Shoppers,5.00E+05
CID-347647,7363-1276-2659-8632,Platinum,2.00E+05
CID-500384,8795-2319-8626-7904,gold,50000
CID-809288,6144-6903-5820-3174,Platinum,2.00E+05
CID-897916,4490-9252-3815-8221,Travellers,2.00E+05
CID-844357,6430-5908-4056-1424,gold,5.00E+05
CID-751101,3274-8159-3591-1539,Shoppers,1.00E+05
CID-818806,4783-3728-9486-7813,Shoppers,2.00E+05
CID-692749,5393-1996-5945-9868,Shoppers,5.00E+05
CID-688752,3770-4412-9418-1028,Shoppers,1.00E+05
CID-246122,3838-4362-5295-8370,Travellers,1.00E+05
CID-231435,3156-7617-9726-1907,Travellers,50000
CID-884484,3260-4337-3799-3816,Platinum,5.00E+05
CID-685706,4395-7427-2671-7548,Platinum,1.00E+05
CID-529555,6889-5485-6611-4253,Travellers,50000
CID-562090,2544-1701-3923-3512,Platinum,1.00E+05
CID-487602,6949-7991-9731-3539,Travellers,1.00E+05
CID-299307,3282-8521-4609-5676,Platinum,50000
CID-683988,3968-9746-1378-2252,gold,50000
CID-476981,8674-9780-3922-8774,Platinum,2.00E+05
CID-598378,2172-6269-9506-2491,Travellers,1.00E+05
CID-458774,5110-6729-6016-3882,gold,1.00E+05
CID-372742,1570-5375-9293-4507,Shoppers,5.00E+05
CID-612796,5248-7618-6216-2957,Travellers,5.00E+05
CID-175355,1447-9431-4457-5853,Shoppers,5.00E+05
CID-295419,6375-1248-9854-5091,Shoppers,1.00E+05
CID-132873,6146-1349-2716-1731,Travellers,2.00E+05
CID-340562,1237-7072-1993-5333,Shoppers,1.00E+05
CID-84884,8361-9185-9772-2109,Shoppers,50000
CID-345801,9040-8778-1935-4918,Platinum,1.00E+05
CID-233387,2073-1228-4683-2298,Shoppers,1.00E+05
CID-618623,1087-4352-8338-8588,Platinum,2.00E+05
CID-80683,6699-1210-7555-3566,Shoppers,5.00E+05
CID-295659,2973-4152-4771-1403,Travellers,1.00E+05
CID-724770,3522-9750-5459-4452,Shoppers,1.00E+05
CID-613702,1221-7916-3518-7272,Shoppers,5.00E+05
CID-726477,4596-5892-2109-7631,Platinum,2.00E+05
CID-346124,9387-7239-9333-5293,Travellers,5.00E+05
CID-769762,3682-1224-1719-8954,Shoppers,50000
CID-226737,5116-2874-2112-6955,Platinum,50000
CID-682068,8248-8287-8683-5010,Travellers,50000
CID-473949,5278-3534-8962-6259,gold,1.00E+05
CID-579634,1273-4930-6670-3982,Platinum,5.00E+05
CID-342991,1741-1074-2808-1332,Platinum,1.00E+05
CID-449546,1752-7516-8974-2206,Shoppers,50000
CID-408588,4007-1600-6853-2382,Shoppers,50000
CID-10738,5063-3105-1610-7153,Travellers,1.00E+05
CID-633085,1146-7056-6050-5395,Platinum,2.00E+05
CID-288757,5334-7893-4728-9813,Platinum,1.00E+05
CID-622329,2586-1060-4382-7381,Shoppers,2.00E+05
CID-891523,9297-8566-1713-6027,Travellers,50000
CID-219229,7922-8394-1237-8266,Shoppers,2.00E+05
